Artist,Album,Year,Popularity,Duration,Cover,ID,Language,acousticness,danceability,energy,instrumentalness,loudness,mode,speechiness,tempo,valence,liveness
*NSYNC,Celebrity,2001,56,49.8,https://i.scdn.co/image/ab67616d0000b273270bccf2f538d6f170bd0e2d,7zBue2Vuzg4Z3ncRXaIkJg,English,0.119,0.711,0.738,0.0,-6.004,0.462,0.069,108.501,0.741,0.137
*NSYNC,No Strings Attached,2000,70,47.1,https://i.scdn.co/image/ab67616d0000b273a6cb8fab778e1efc406a5909,20RMokVwJ2wjQ0s8FOdOFC,English,0.165,0.651,0.8,0.007,-5.087,0.583,0.055,129.975,0.673,0.195
*NSYNC,Home For Christmas,1998,39,56.1,https://i.scdn.co/image/ab67616d0000b273ad88195f11e14785ebe8f6b8,6uIB97CqMcssTss9WrtX8c,English,0.253,0.522,0.624,0.0,-7.105,0.929,0.029,113.352,0.416,0.265
*NSYNC,'N Sync,1997,55,50.3,https://i.scdn.co/image/ab67616d0000b273583ce664168dca88fdc1c4c1,0CADmCXbIx4F9m6TBwLtFd,English,0.065,0.634,0.809,0.005,-5.113,0.615,0.05,113.898,0.644,0.264
*NSYNC,*NSYNC,1997,37,56.2,https://i.scdn.co/image/ab67616d0000b273301346c1ff7913b910915aad,0VoP8GVV2gfajU8IyocdRo,English,0.061,0.655,0.751,0.007,-8.282,0.786,0.042,122.963,0.704,0.294
*NSYNC,'N Sync UK Version,1997,34,52.8,https://i.scdn.co/image/ab67616d0000b273893b989aee977ce5794bd78e,6kqqmrKx3jC1IC8uj8nEAe,English,0.072,0.633,0.82,0.004,-5.279,0.643,0.05,107.12,0.676,0.306
100 gecs,"10,000 gecs",2023,65,26.9,https://i.scdn.co/image/ab67616d0000b27323c7a7224c1378fc3e6427cb,2XS5McKf3zdJWpcZ4OkZPZ,English,0.074,0.538,0.867,0.001,-2.619,0.5,0.231,124.446,0.548,0.226
100 gecs,1000 gecs and The Tree of Clues,2020,53,51.4,https://i.scdn.co/image/ab67616d0000b273f91a3040f0be854026ad2dd0,0qnExDZfz0kVeBjixPsyjS,English,0.254,0.527,0.703,0.054,-6.006,0.684,0.258,136.657,0.472,0.289
21 Savage,SAVAGE MODE II [CHOPPED NOT SLOPPED],2020,51,105.8,https://i.scdn.co/image/ab67616d0000b2732fafc0749fcd9d3ceb5f7a29,263anqt2ayA25jSEXfs0i1,English,0.118,0.764,0.539,0.061,-8.961,0.69,0.302,131.335,0.387,0.288
21 Savage,SAVAGE MODE II,2020,85,44.0,https://i.scdn.co/image/ab67616d0000b273aa57907bf0cb2ca0c8cc74bc,6wTyGUWGCilBFZ837k5aRi,English,0.128,0.734,0.621,0.093,-6.635,0.467,0.266,133.934,0.474,0.205
21 Savage,i am > i was (Deluxe),2018,62,55.0,https://i.scdn.co/image/ab67616d0000b273ca29f023b5d11f85de854f1b,6guJZpZ52v4MrJKIH7tASl,English,0.044,0.854,0.573,0.0,-7.037,0.625,0.272,129.209,0.392,0.206
21 Savage,i am > i was,2018,80,51.1,https://i.scdn.co/image/ab67616d0000b273280689ecc5e4b2038bb5e4bd,007DWn799UWvfY1wwZeENR,English,0.046,0.872,0.569,0.0,-7.148,0.667,0.254,126.265,0.413,0.177
21 Savage,Without Warning,2017,78,33.5,https://i.scdn.co/image/ab67616d0000b2730db43130a9aaa7bae56967ed,0MV1yCXcNNQBfwApqAVkH0,English,0.264,0.828,0.388,0.164,-7.803,0.7,0.246,127.365,0.217,0.164
21 Savage,Issa Album,2017,71,56.6,https://i.scdn.co/image/ab67616d0000b2732719343298d0e4f1790e14cd,4skCiJhVVSKrDOBtoFbsxU,English,0.158,0.835,0.466,0.097,-10.128,0.429,0.344,134.645,0.3,0.148
21 Savage,Savage Mode,2016,71,32.4,https://i.scdn.co/image/ab67616d0000b2732dd1ac4a61495080ef8f78ca,4I3EcXD4e3KcEoDJfFEZ5b,English,0.131,0.816,0.435,0.077,-9.264,0.333,0.29,142.35,0.247,0.153
21 Savage,Slaughter King,2016,54,48.9,https://i.scdn.co/image/ab67616d0000b2733d945468825e08e5743d244e,1HSyuTHvLXMWyPJQGnQTLw,English,0.094,0.804,0.583,0.02,-8.761,0.429,0.302,131.062,0.364,0.165
21 Savage,The Slaughter Tape,2016,43,47.6,https://i.scdn.co/image/ab67616d0000b2734cd4d4a0f03555d9fe8e55f4,3l2umvdEq50qZ5fmw4iHcI,English,0.121,0.816,0.55,0.0,-8.182,0.5,0.205,133.625,0.318,0.179
24kGoldn,El Dorado,2021,74,36.8,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,270o30h7cAlEhBnbuSpFZq,English,0.24,0.716,0.675,0.0,-3.763,0.231,0.081,126.114,0.531,0.168
24kGoldn,DROPPED OUTTA COLLEGE,2019,46,26.4,https://i.scdn.co/image/ab67616d0000b273574d6b3636e7ed59705a0e56,5rzC2qD1N9J071WZdQIM8j,English,0.119,0.742,0.617,0.0,-5.901,0.5,0.171,134.33,0.521,0.133
2Pac,Strictly 4 My N.I.G.G.A.Z... (Expanded Edition),2023,46,92.0,https://i.scdn.co/image/ab67616d0000b2739f4932c81421643cd111a652,1OWVxa79HkgHGOX8qt9Vxf,English,0.071,0.749,0.707,0.037,-9.238,0.682,0.211,111.145,0.6,0.237
2Pac,Pac's Life,2006,57,55.1,https://i.scdn.co/image/ab67616d0000b273be0bd6b1022a52b78d752e67,5eVcXpQNaB4ILrocqaUdmT,English,0.094,0.713,0.799,0.0,-4.667,0.769,0.256,122.102,0.625,0.212
2Pac,Pac's Life,2006,32,55.1,https://i.scdn.co/image/ab67616d0000b27306a5ca6fa0e2c43a9d134c2a,3pj92XPTee8vSS4BSQm9fB,English,0.096,0.736,0.807,0.0,-4.385,0.692,0.237,108.535,0.625,0.192
2Pac,Loyal To The Game,2004,65,64.9,https://i.scdn.co/image/ab67616d0000b27378c35340eac7e45824d47830,33lk2GnP8cJzl7cd1OJrXn,English,0.149,0.798,0.706,0.001,-5.045,0.529,0.235,110.353,0.711,0.152
2Pac,Resurrection (Music From And Inspired By The Motion Picture),2003,55,55.0,https://i.scdn.co/image/ab67616d0000b273afe3412dd6b40dc661fe3820,3MJVucN9nO8WHaLo3KHuWO,English,0.162,0.705,0.804,0.0,-6.283,0.357,0.249,100.343,0.657,0.186
2Pac,Better Dayz,2002,65,108.5,https://i.scdn.co/image/ab67616d0000b2732535e8ab3db3230574ab74ea,5tue3HeaFm6XHyYXhI1kww,English,0.192,0.686,0.742,0.0,-5.588,0.423,0.249,104.065,0.576,0.206
2Pac,Until The End Of Time,2001,39,121.9,https://i.scdn.co/image/ab67616d0000b27321c059bc1bd59ee093c9c979,7AdntJMWn1KNRGcc2MwSPw,English,0.119,0.834,0.754,0.0,-4.934,0.357,0.22,104.098,0.698,0.163
2Pac,Until The End Of Time,2001,65,124.3,https://i.scdn.co/image/ab67616d0000b2739e6b304642811ad3469dc8bc,0uT4bCZS9o5C1ThDa2VxpV,English,0.118,0.837,0.75,0.012,-5.12,0.414,0.213,107.732,0.686,0.176
2Pac,R U Still Down? [Remember Me],1997,69,102.4,https://i.scdn.co/image/ab67616d0000b2738e0ff34ad21955b6f4da9b86,7zURSbIVZ5vl3NIKkrVRvl,English,0.101,0.814,0.778,0.008,-5.574,0.577,0.203,97.21,0.642,0.222
2Pac,All Eyez On Me,1996,81,132.3,https://i.scdn.co/image/ab67616d0000b273073aebff28f79959d2543596,78iX7tMceN0FsnmabAtlOC,English,0.071,0.761,0.817,0.003,-4.779,0.63,0.204,105.5,0.662,0.246
2Pac,Me Against The World,1995,70,66.0,https://i.scdn.co/image/ab67616d0000b27304b9ab6bd4bf6a350ba902ea,3OrucS4sHv6Bl9GS4rafEk,English,0.196,0.803,0.677,0.003,-7.003,0.533,0.205,95.292,0.601,0.223
2Pac,Strictly 4 My N.I.G.G.A.Z...,1993,67,64.1,https://i.scdn.co/image/ab67616d0000b2737f6f6c9e4b492a3d7e910d82,7FK1855C3n1Q0RKbmvl7ll,English,0.093,0.765,0.621,0.059,-12.311,0.562,0.21,111.704,0.59,0.275
2Pac,2Pacalypse Now,1991,53,55.1,https://i.scdn.co/image/ab67616d0000b2737e1888783100598328e20e9b,5Ijk8JGsEkwCZd5i0Iy09a,English,0.157,0.791,0.453,0.002,-15.922,0.385,0.309,128.741,0.549,0.192
3 Doors Down,Away From The Sun (Deluxe),2023,50,84.1,https://i.scdn.co/image/ab67616d0000b273427b4fbb470b7d36d1bf13d7,7GZjNky9jVBa2GT0lQuSz8,English,0.01,0.507,0.725,0.004,-7.747,0.773,0.036,126.923,0.38,0.218
3 Doors Down,The Better Life (20th Anniversary / Deluxe),2021,39,92.0,https://i.scdn.co/image/ab67616d0000b27343169b026d0a4b83dc87b2ef,2drHOqyJSkIzS3zFUWMjMF,English,0.024,0.468,0.847,0.006,-7.008,0.48,0.045,121.028,0.538,0.221
3 Doors Down,Us And The Night,2016,55,37.9,https://i.scdn.co/image/ab67616d0000b273e3b0a09bcc8813d47b1392b1,01zrTZowtMtqYutWzzDgds,English,0.009,0.502,0.866,0.05,-4.76,0.636,0.046,137.339,0.562,0.158
3 Doors Down,Time Of My Life (Deluxe Version),2011,36,56.3,https://i.scdn.co/image/ab67616d0000b273a29bedddd8e91f4ff1f4c46b,0hfm9UH2neSTpbH1QZfudv,English,0.085,0.501,0.831,0.001,-3.889,0.625,0.04,130.671,0.479,0.18
3 Doors Down,3 Doors Down,2008,60,45.6,https://i.scdn.co/image/ab67616d0000b27383341df0f125e14e22838afa,0e2vlZj9wAALaxr5Bhxvw8,English,0.03,0.516,0.787,0.001,-6.074,0.583,0.048,137.482,0.416,0.151
3 Doors Down,Seventeen Days,2005,48,44.2,https://i.scdn.co/image/ab67616d0000b2732e3dc79eacac0fa17b50081e,067UgzF9Nbn25xHpY2DJdG,English,0.099,0.489,0.752,0.0,-5.854,0.5,0.052,152.844,0.37,0.171
3 Doors Down,Away From The Sun,2002,71,46.9,https://i.scdn.co/image/ab67616d0000b27383c39b0d32eb4a2064e1e228,72olNArm75vOycSziqIX9Y,English,0.008,0.5,0.758,0.0,-5.877,0.667,0.031,131.493,0.349,0.161
3 Doors Down,The Better Life,2000,74,40.9,https://i.scdn.co/image/ab67616d0000b2732868c4713a3912fd476b42f1,5gO2acKSOaJnP0Mcy8IpU6,English,0.006,0.489,0.886,0.014,-5.635,0.545,0.045,130.788,0.62,0.187
5 Seconds of Summer,5SOS5,2022,72,64.0,https://i.scdn.co/image/ab67616d0000b2739aa2026273c9d8cbbac26379,26uA5pGrTovBLxikRsMQJ4,English,0.18,0.558,0.666,0.0,-6.36,0.737,0.045,125.115,0.446,0.176
5 Seconds of Summer,CALM,2020,73,43.5,https://i.scdn.co/image/ab67616d0000b273726005f0f81903e157d9dbc7,46K4raQPIGem3N031upNj9,English,0.2,0.569,0.715,0.0,-3.706,0.692,0.084,138.761,0.494,0.152
5 Seconds of Summer,Youngblood (Deluxe),2018,78,50.2,https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557,2D0Hi3Jj6RFnpWDcSa0Otu,English,0.027,0.627,0.764,0.0,-4.235,0.562,0.088,129.513,0.509,0.148
5 Seconds of Summer,Sounds Good Feels Good (Deluxe),2015,66,64.6,https://i.scdn.co/image/ab67616d0000b273a7cb3e00ac2f3a1bf8679fef,43v9cUsP5K0hvu9iyuAzmZ,English,0.021,0.512,0.828,0.0,-4.883,0.882,0.054,135.469,0.516,0.186
5 Seconds of Summer,5 Seconds Of Summer (B-Sides And Rarities),2014,57,31.5,https://i.scdn.co/image/ab67616d0000b27389cdab29de21e943078162db,5wyvhfOpVW7QdOSpToTB7I,English,0.006,0.513,0.886,0.0,-4.746,0.8,0.087,145.694,0.556,0.224
5 Seconds of Summer,5 Seconds Of Summer,2014,68,51.4,https://i.scdn.co/image/ab67616d0000b27393432e914046a003229378da,2LkWHNNHgD6BRNeZI2SL1L,English,0.029,0.511,0.874,0.0,-4.616,1.0,0.095,151.491,0.529,0.205
5 Seconds of Summer,She Looks So Perfect (B-Sides),2014,59,26.9,https://i.scdn.co/image/ab67616d0000b27399514ca63f7978b99e681ebe,7FPkaI35RqABwOd1bOHi05,English,0.034,0.545,0.855,0.0,-5.53,0.556,0.106,132.809,0.554,0.223
50 Cent,Animal Ambition: An Untamed Desire To Win,2014,49,39.0,https://i.scdn.co/image/ab67616d0000b27349ae284b970f5a2abd96768a,0KmKhrRc4dFTA5dHMJlm5w,English,0.304,0.666,0.721,0.007,-5.84,0.455,0.302,109.168,0.623,0.194
50 Cent,Before I Self-Destruct,2009,57,64.3,https://i.scdn.co/image/ab67616d0000b2735fcaf37050baf451d34570f6,4kaCrosmqvvrPUEAwcnC3s,English,0.068,0.564,0.809,0.001,-3.823,0.5,0.304,122.067,0.516,0.195
50 Cent,Bullet Proof,2007,45,28.8,https://i.scdn.co/image/ab67616d0000b273195db6676f2a9a7b2ec7b733,3AgCuejBHH780ROyGkKUvj,English,0.171,0.591,0.756,0.016,-6.875,0.429,0.393,116.703,0.531,0.429
50 Cent,Curtis,2007,58,60.4,https://i.scdn.co/image/ab67616d0000b2734b9ca70affe8386d84bd260d,5VfBwkAoSsQwtZjPU0Gr7h,English,0.17,0.628,0.747,0.002,-5.041,0.556,0.317,106.995,0.582,0.177
50 Cent,The Massacre,2005,79,77.5,https://i.scdn.co/image/ab67616d0000b27391f7222996c531b981e7bb3d,2pidzXTaHV4WaIJYRxKDCH,English,0.149,0.671,0.752,0.001,-5.25,0.455,0.271,102.549,0.616,0.223
50 Cent,Get Rich Or Die Tryin',2003,60,77.2,https://i.scdn.co/image/ab67616d0000b2734c88e268c9dc19f79ccdbb97,0OfzVAXf5aVP4W4NIOLTKj,English,0.121,0.684,0.759,0.047,-3.869,0.429,0.28,90.052,0.648,0.136
6ix9ine,Leyenda Viva,2023,64,31.1,https://i.scdn.co/image/ab67616d0000b27310e38fa561b14647eef54247,0Rkriaro8MWPbMwW6X6uzo,English,0.32,0.774,0.699,0.0,-4.833,0.273,0.072,128.444,0.607,0.117
6ix9ine,TattleTales,2020,65,36.4,https://i.scdn.co/image/ab67616d0000b27348e5c5a8e45136e55ecfe448,6q8AAimjVfKuv9PrI5xto9,English,0.099,0.748,0.658,0.004,-6.501,0.733,0.173,119.028,0.481,0.157
6ix9ine,Day69: Graduation Day,2018,67,29.9,https://i.scdn.co/image/ab67616d0000b27314d3a2a7a92b85a06c93e544,1ubczeMvCrPHbSEjgfu4a7,English,0.089,0.698,0.785,0.0,-4.498,0.667,0.235,135.722,0.514,0.282
6ix9ine,DUMMY BOY,2018,75,34.6,https://i.scdn.co/image/ab67616d0000b273a44014b83e1dde7144786bb5,06XM9ExRELs8dcuwEAn1jd,English,0.124,0.773,0.707,0.0,-5.66,0.462,0.194,115.837,0.539,0.141
6LACK,Since I Have A Lover,2023,65,58.4,https://i.scdn.co/image/ab67616d0000b2730c64497123f4330a06d6f610,39JZhYotu5zFYJ8jw1D8bF,English,0.389,0.601,0.548,0.07,-8.27,0.421,0.117,111.682,0.351,0.155
6LACK,Since I Have A Lover (Endel Study Soundscape),2023,33,38.9,https://i.scdn.co/image/ab67616d0000b2736f13f2283c6de8aee9346719,3d5KYdF3WPeXnE43XCyWCp,English,0.65,0.701,0.558,0.851,-9.873,0.25,0.146,120.178,0.525,0.187
6LACK,East Atlanta Love Letter,2018,69,48.0,https://i.scdn.co/image/ab67616d0000b273e1530b42603367fdb2208d88,3fc97ZWLIMc1xawhxbKrh2,English,0.537,0.57,0.414,0.001,-10.551,0.429,0.191,120.343,0.24,0.134
6LACK,FREE 6LACK,2016,68,58.6,https://i.scdn.co/image/ab67616d0000b273e4f13cd87b3b1ead6735a520,7iwGw8ob3YLqZrbKzGFnHi,English,0.336,0.564,0.544,0.001,-8.094,0.5,0.178,119.542,0.234,0.147
A R I Z O N A,A R I Z O N A,2023,55,39.5,https://i.scdn.co/image/ab67616d0000b273f4d2f75661019dc4462d56d9,0aDCNIuXvrllaGsSddeXED,English,0.05,0.732,0.653,0.066,-7.139,0.75,0.071,128.787,0.522,0.166
A R I Z O N A,ASYLUM,2019,55,28.2,https://i.scdn.co/image/ab67616d0000b2737198e1eb3af6236a70ba76af,1qnAzDoa24ZYCZDzmP74sL,English,0.118,0.705,0.634,0.077,-7.694,1.0,0.048,110.783,0.307,0.139
A R I Z O N A,GALLERY,2017,59,38.4,https://i.scdn.co/image/ab67616d0000b27350a25f1cb71018982b81ca2b,2FNk380jCQyICbwtkOdEHE,English,0.172,0.649,0.677,0.096,-6.392,0.833,0.052,114.012,0.394,0.137
A$AP Ferg,Floor Seats II,2020,53,31.4,https://i.scdn.co/image/ab67616d0000b273d011c21a6c0808e992155c2e,0QcZ0udPMK7JkcZW3ptDXV,English,0.217,0.727,0.688,0.0,-5.59,0.545,0.309,127.787,0.434,0.128
A$AP Ferg,Floor Seats,2019,70,27.8,https://i.scdn.co/image/ab67616d0000b27380dacac510e9d085a591f981,6bI4IQKBcLX0KsTjQ9NR97,English,0.075,0.726,0.732,0.017,-4.805,0.444,0.193,129.184,0.481,0.265
A$AP Ferg,Still Striving,2017,67,48.5,https://i.scdn.co/image/ab67616d0000b273d79cfa3155b50beb5dbeeb9a,0tQ7Iu6EicQTPyhYRNWjaT,English,0.16,0.725,0.736,0.0,-4.764,0.643,0.188,136.807,0.342,0.199
A$AP Ferg,ALWAYS STRIVE AND PROSPER,2016,56,51.2,https://i.scdn.co/image/ab67616d0000b27331141e4aea4af43feace823a,2h5LDCGJCWUyaoEXQZHky6,English,0.314,0.646,0.648,0.0,-7.148,0.579,0.297,115.016,0.477,0.317
A$AP Ferg,Trap Lord,2013,63,51.3,https://i.scdn.co/image/ab67616d0000b273005ca921bdef6548d4f71b76,3smlfAmejcKMmAPg1G2Kki,English,0.167,0.752,0.728,0.0,-6.091,0.615,0.168,125.654,0.42,0.316
A$AP Rocky,TESTING,2018,77,52.4,https://i.scdn.co/image/ab67616d0000b2739feadc48ab0661e9b3a9170b,3MATDdrpHmQCmuOcozZjDa,English,0.403,0.612,0.577,0.009,-8.06,0.6,0.244,126.528,0.354,0.213
A$AP Rocky,AT.LONG.LAST.A$AP,2015,77,66.3,https://i.scdn.co/image/ab67616d0000b27381a6a2cafab2e7a4066b5eec,3arNdjotCvtiiLFfjKngMc,English,0.208,0.576,0.594,0.101,-9.782,0.667,0.207,120.951,0.305,0.272
A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),2013,76,69.3,https://i.scdn.co/image/ab67616d0000b2732ae92030b51fb8135d694af9,6rzMufuu8sLkIizM4q9c7J,English,0.257,0.67,0.712,0.0,-5.784,0.647,0.232,122.387,0.472,0.289
A$AP Rocky,LIVE.LOVE.A$AP,2011,70,49.2,https://i.scdn.co/image/ab67616d0000b273c8ced8a4d6b6b61eb592f3dd,4l6EPpP9hjQrLb8qNB9eC5,English,0.107,0.577,0.69,0.002,-6.204,0.8,0.23,125.801,0.391,0.171
ABBA,Voyage,2021,58,37.2,https://i.scdn.co/image/ab67616d0000b273225d9c1b06ca69aec9b08381,0uUtGVj0y9FjfKful7cABY,English,0.542,0.556,0.473,0.074,-9.563,0.9,0.029,108.095,0.508,0.179
ABBA,Thank You For The Music,1994,51,193.7,https://i.scdn.co/image/ab67616d0000b2735f96e866b646da41248009d0,3fG66EBBPGC0yBhpXQs8l8,English,0.241,0.562,0.628,0.035,-9.834,0.88,0.034,122.994,0.694,0.161
ABBA,The Visitors (Deluxe Edition),1981,67,73.7,https://i.scdn.co/image/ab67616d0000b27342678f54dfd1d5afb3eea19a,5GByGaws7Cw0t28kjvAOzV,English,0.428,0.64,0.401,0.02,-15.438,0.812,0.036,116.001,0.653,0.143
ABBA,The Visitors,1981,47,57.3,https://i.scdn.co/image/ab67616d0000b2735e15b58fc1a36684183da40a,3JHZ83ohEBDLFQfbVfDHFh,English,0.425,0.643,0.521,0.008,-9.527,0.769,0.033,117.326,0.615,0.146
ABBA,Super Trouper,1980,75,50.3,https://i.scdn.co/image/ab67616d0000b2734d08fc99eff4ed52dfce91fa,3ZdkT5buYFi1WQaB0XNNtf,English,0.476,0.531,0.635,0.013,-8.143,0.917,0.03,127.43,0.584,0.211
ABBA,Voulez-Vous,1979,79,54.0,https://i.scdn.co/image/ab67616d0000b273aa22899360d8ba6704732dec,7iLuHJkrb9KHPkMgddYigh,English,0.25,0.643,0.713,0.003,-7.082,0.692,0.036,125.17,0.714,0.205
ABBA,The Album,1977,70,44.3,https://i.scdn.co/image/ab67616d0000b2736f705bef76c1d861c4d51d8c,5fLOHW1UXr1cJrnXiU3FBt,English,0.407,0.504,0.566,0.002,-8.045,0.9,0.036,117.825,0.535,0.239
ABBA,Arrival,1976,79,41.9,https://i.scdn.co/image/ab67616d0000b27370f7a1b35d5165c85b95a0e0,1V6a99EbTTIegOhWoPxYI9,English,0.419,0.506,0.747,0.079,-6.878,0.917,0.036,119.926,0.634,0.249
ABBA,Abba,1975,72,44.3,https://i.scdn.co/image/ab67616d0000b27392d0747a634fcc351c6ac3c2,1kM6xcSYO5ASJaWgygznL7,English,0.279,0.517,0.723,0.134,-6.369,1.0,0.058,136.526,0.709,0.248
ABBA,Waterloo (Deluxe Edition),1974,50,59.2,https://i.scdn.co/image/ab67616d0000b273882f6401de034bf0ad4079ba,4hHXvnHGn6pmHhdnnmNdmn,English,0.243,0.512,0.714,0.079,-8.315,0.895,0.048,129.508,0.707,0.201
ABBA,Waterloo,1974,68,44.8,https://i.scdn.co/image/ab67616d0000b27311c24dc7f5ef909381c0a7d6,5gSBDA6ufk8UZejT4XR7av,English,0.37,0.522,0.74,0.002,-7.244,1.0,0.051,134.425,0.664,0.214
ABBA,Ring Ring (Deluxe Edition),1973,54,74.8,https://i.scdn.co/image/ab67616d0000b2735ca4eeb638139fd840250b9e,1pVtxVKXwhU2nsvrTI1WqT,English,0.268,0.569,0.561,0.009,-11.115,0.96,0.048,121.975,0.713,0.16
ABBA,Ring Ring,1973,37,45.0,https://i.scdn.co/image/ab67616d0000b273344de893922b3605a638d40f,3Il2ad1NGO9zoY1FIVBuHD,English,0.31,0.586,0.681,0.0,-7.486,0.933,0.034,125.612,0.741,0.243
AC/DC,POWER UP,2020,63,41.1,https://i.scdn.co/image/ab67616d0000b27304db0e3bcd166c1d6cfd81f9,3bTNxJYk2bwdWBMtrjBxb0,English,0.0,0.585,0.82,0.061,-4.849,1.0,0.037,115.43,0.636,0.131
AC/DC,Rock or Bust,2014,63,35.0,https://i.scdn.co/image/ab67616d0000b273f5ea32b7c7b4ee3a4583d5df,6OwvO40ahugJE5PH4TjqTg,English,0.0,0.509,0.86,0.061,-4.252,1.0,0.043,123.792,0.579,0.181
AC/DC,Black Ice,2008,65,55.6,https://i.scdn.co/image/ab67616d0000b273107d182a8d39586f8f3f23a0,7qVfz4UGONwEd5nQjj0ESN,English,0.001,0.547,0.79,0.021,-3.565,0.8,0.033,109.882,0.514,0.154
AC/DC,Stiff Upper Lip,2000,58,47.1,https://i.scdn.co/image/ab67616d0000b2736376f65001ec44cb380e12c1,5JPVHEB67TREre4Q8JOfCQ,English,0.041,0.565,0.681,0.029,-4.515,0.917,0.037,110.248,0.683,0.153
AC/DC,Ballbreaker,1995,55,49.8,https://i.scdn.co/image/ab67616d0000b273dd72be577ed91add8f268f5e,1zXYNAA57WJ33GgZJHchhX,English,0.004,0.475,0.7,0.125,-6.283,0.909,0.04,129.639,0.565,0.17
AC/DC,The Razors Edge,1990,77,46.7,https://i.scdn.co/image/ab67616d0000b2738399047ff71200928f5b6508,4vu7F6h90Br1ZtYYaqfITy,English,0.008,0.512,0.859,0.017,-3.972,1.0,0.043,122.109,0.519,0.107
AC/DC,Blow Up Your Video,1988,51,43.0,https://i.scdn.co/image/ab67616d0000b2737d29629468b9a39131b6d718,5jfgUmvXCar7Qf5lidVkqI,English,0.037,0.442,0.899,0.048,-5.004,0.7,0.072,127.76,0.415,0.195
AC/DC,Who Made Who,1986,65,37.9,https://i.scdn.co/image/ab67616d0000b273febe8d3decc4565315adff23,07EFoHHspqSwsmkbnWaB4A,English,0.049,0.483,0.808,0.353,-5.892,0.778,0.062,121.073,0.471,0.211
AC/DC,Fly On the Wall,1985,47,40.5,https://i.scdn.co/image/ab67616d0000b2738c956231b82b953273c78001,0rOXa1wPbBrCNl6knMyDBW,English,0.028,0.463,0.929,0.48,-4.55,0.7,0.055,109.064,0.448,0.212
AC/DC,Flick of the Switch,1983,47,37.2,https://i.scdn.co/image/ab67616d0000b2739a0c5b4e72a4aaf8912fa3f7,0ZD2tIjWo9fwzPndZ04wDY,English,0.001,0.408,0.883,0.267,-4.132,1.0,0.046,133.619,0.648,0.235
AC/DC,For Those About to Rock (We Salute You),1981,61,40.2,https://i.scdn.co/image/ab67616d0000b2730d025344564dfda2e57f9ffd,7DUvURQ0wfA1kgG8j99frR,English,0.0,0.42,0.912,0.492,-4.732,0.9,0.057,124.623,0.553,0.159
AC/DC,Back In Black,1980,82,42.1,https://i.scdn.co/image/ab67616d0000b2730b51f8d91f3a21e8426361ae,6mUdeDZCsExyJLMdAfDuwh,English,0.028,0.456,0.847,0.012,-5.005,0.9,0.057,129.722,0.592,0.329
AC/DC,Highway to Hell,1979,78,41.7,https://i.scdn.co/image/ab67616d0000b27351c02a77d09dfcd53c8676d0,10v912xgTZbjAtYfyKWJCS,English,0.022,0.475,0.875,0.105,-4.694,0.7,0.089,137.368,0.554,0.307
AC/DC,Powerage,1978,57,39.9,https://i.scdn.co/image/ab67616d0000b2733bf8d1987a42dd781a8039de,4iMaHsHqTg3rwOtRa5wEbm,English,0.007,0.471,0.835,0.451,-4.427,1.0,0.059,140.342,0.444,0.139
AC/DC,Let There Be Rock,1977,63,41.0,https://i.scdn.co/image/ab67616d0000b27305a19220d37bc871db939b64,3JwFNl80WWeXPiKEjIFbqa,English,0.054,0.449,0.792,0.276,-4.962,0.875,0.104,143.162,0.443,0.196
AC/DC,Dirty Deeds Done Dirt Cheap,1976,67,39.8,https://i.scdn.co/image/ab67616d0000b27368b03027356fb05501948f62,76mvVgXOde87B9aOzLXCOI,English,0.176,0.543,0.746,0.14,-5.722,0.778,0.104,122.798,0.523,0.239
Adele,30,2021,81,58.3,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,21jF5jlMtzo94wbxmJ18aa,English,0.592,0.507,0.483,0.0,-7.645,0.75,0.068,131.841,0.33,0.144
Adele,25,2015,79,48.4,https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2,3AvPX1B1HiFROvYjLb5Qwi,English,0.369,0.496,0.5,0.0,-6.172,0.545,0.043,123.068,0.296,0.148
Adele,21,2011,81,48.1,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,0Lg1uZvI312TPqxNWShFXL,English,0.439,0.58,0.534,0.0,-6.082,0.636,0.036,133.51,0.415,0.118
Adele,19,2008,71,43.6,https://i.scdn.co/image/ab67616d0000b273ed1f35398ed8d3ee33986c11,59ULskOkBMij4zL8pS7mi0,English,0.624,0.629,0.399,0.001,-8.931,0.583,0.076,98.546,0.418,0.117
Aerosmith,1971: The Road Starts Hear,2022,36,37.6,https://i.scdn.co/image/ab67616d0000b2739f4133be652ae6126145a10c,1TEsUEdGcXTXyRmqv3u2iO,English,0.588,0.5,0.645,0.047,-9.432,0.25,0.066,118.128,0.618,0.394
Aerosmith,Music From Another Dimension! (Expanded Edition),2012,48,80.8,https://i.scdn.co/image/ab67616d0000b2736778a3f53764c3ba3bc08d45,39kme3iLwVpllmUCxrkcPn,English,0.102,0.422,0.79,0.003,-4.84,0.611,0.054,133.755,0.4,0.214
