Artist,Album,Year,Popularity,Duration,Cover,ID,Language,acousticness,danceability,energy,instrumentalness,loudness,mode,speechiness,tempo,valence,liveness
Ricky Martin,PAUSA (Headphone Mix),2020,33,24.6,https://i.scdn.co/image/ab67616d0000b273317ab69ac217035073e2cdd3,1eg4Jr2S7eFR2UuT7gWkVS,Spanish,0.508,0.558,0.518,0.0,-11.861,0.571,0.065,109.439,0.506,0.173
Ricky Martin,A Quien Quiera Escuchar (Deluxe Edition),2015,62,49.4,https://i.scdn.co/image/ab67616d0000b27375862efcb6e061bf1721defb,375cUd86z58eqXN2yW3Do9,Spanish,0.252,0.576,0.755,0.0,-5.47,0.769,0.063,132.834,0.575,0.128
Ricky Martin,Vida,2015,35,36.7,https://i.scdn.co/image/ab67616d0000b273762b74b1aed8b1cb01fdf5b5,20lA7SHueUdtfDmFrzHQPn,Spanish,0.151,0.598,0.943,0.003,-3.112,0.7,0.144,126.279,0.623,0.412
Ricky Martin,Más Música + Alma + Sexo,2011,56,94.1,https://i.scdn.co/image/ab67616d0000b273d6e147348bee1a00ff5cfe66,0a9o88R6EXFDtbcbdYqKD2,Spanish,0.148,0.595,0.782,0.0,-5.299,0.435,0.062,125.342,0.56,0.153
Ricky Martin,Life,2005,45,50.2,https://i.scdn.co/image/ab67616d0000b273262e58537fbf0cb8488836d8,37QTLk15OwBegvWfBWk36J,Spanish,0.047,0.651,0.794,0.001,-6.346,0.538,0.09,106.895,0.579,0.237
Ricky Martin,Almas Del Silencio,2003,55,50.5,https://i.scdn.co/image/ab67616d0000b273ab685f37f5b98865c468b523,5ME0ACeS6VWaqTOCpsoFT2,Spanish,0.251,0.588,0.7,0.0,-6.904,0.538,0.073,122.811,0.531,0.175
Ricky Martin,Sound Loaded,2000,53,64.7,https://i.scdn.co/image/ab67616d0000b2737067e13923911540f8bb7218,3zI9R2ktXKRwcPpZH1zpPe,Spanish,0.082,0.612,0.873,0.0,-4.705,0.4,0.057,130.318,0.691,0.232
Ricky Martin,Ricky Martin,1999,69,59.3,https://i.scdn.co/image/ab67616d0000b273e7e9b85cc1f021ec12130d80,1k1Cr3nlJDa8pvwZUJ5xfj,Spanish,0.139,0.548,0.835,0.007,-5.734,0.5,0.046,126.957,0.596,0.21
Ricky Martin,Vuelve,1998,64,62.4,https://i.scdn.co/image/ab67616d0000b2737a72be1bbe7c26e66fe72afb,3B7djG7pr1PycUJiWW6NQL,Spanish,0.397,0.553,0.614,0.065,-7.687,0.714,0.043,126.486,0.445,0.181
Ricky Martin,A Medio Vivir,1995,64,52.2,https://i.scdn.co/image/ab67616d0000b2733116fe38544a143f10f5e489,4URjPTEl3KRpkzWFTvYmiM,Spanish,0.231,0.592,0.672,0.0,-7.842,0.583,0.034,130.615,0.604,0.269
Ricky Martin,Me Amaras,1993,39,39.9,https://i.scdn.co/image/ab67616d0000b273ce1ab9b3d3bec028442b5bfe,5CgOx7gxM9Xv90PcF5JuTH,Spanish,0.278,0.575,0.695,0.0,-8.702,0.5,0.037,122.308,0.536,0.105
Ricky Martin,Ricky Martin,1991,53,43.6,https://i.scdn.co/image/ab67616d0000b273148d95e8ff08fe311c9c995d,2RUhYJK4Ho2uDNhyZSJsOg,Spanish,0.373,0.61,0.486,0.0,-14.938,0.727,0.035,126.178,0.682,0.225
Ricky Montgomery,Edits,2022,57,70.4,https://i.scdn.co/image/ab67616d0000b273ccc861bf2f303336a8bfd782,6Ux5Oh3nIRkezubTZqNBdl,English,0.21,0.537,0.597,0.045,-6.884,0.95,0.037,138.655,0.477,0.229
Ricky Montgomery,Montgomery Ricky,2016,76,35.5,https://i.scdn.co/image/ab67616d0000b27367ee332af483acd134fd6fd0,25paSmOYSF03s81DCNqQn3,English,0.139,0.607,0.755,0.0,-5.309,1.0,0.039,140.613,0.59,0.206
Rico Nasty,Las Ruinas,2022,48,44.9,https://i.scdn.co/image/ab67616d0000b273df9edb7f913cb49fd5abfbae,6pyTFqxVk6Js8A8xfOg8ZO,English,0.076,0.619,0.724,0.046,-6.678,0.529,0.136,127.818,0.394,0.201
Rico Nasty,Nightmare Vacation,2020,57,39.6,https://i.scdn.co/image/ab67616d0000b273230f64a77c6d70d4067bb1c5,6mlRdEExXqk8Git4nghBSL,English,0.207,0.818,0.768,0.0,-3.989,0.625,0.27,131.187,0.576,0.131
Rico Nasty,Nasty,2018,50,36.5,https://i.scdn.co/image/ab67616d0000b27341e7c5b95a9d860b5d868b0e,4RKiTVGT9pCVRnqIkwKWo1,English,0.081,0.842,0.736,0.0,-4.6,0.714,0.291,143.098,0.515,0.127
Rico Nasty,Sugar Trap 2,2017,39,40.4,https://i.scdn.co/image/ab67616d0000b273c1afdf59bf153954b806daa8,0If7SkCVQTTQh4TYCNxpDt,English,0.139,0.771,0.65,0.002,-6.498,0.571,0.159,134.999,0.418,0.215
Rihanna,Black Panther: Wakanda Forever - Music From and Inspired By,2022,72,66.5,https://i.scdn.co/image/ab67616d0000b273992a1f56ac5382848277cff2,06RK0wX4GqHcxBtHlVoGH5,English,0.336,0.61,0.544,0.036,-7.82,0.55,0.117,123.398,0.294,0.113
Rihanna,ANTI (Deluxe),2016,85,51.0,https://i.scdn.co/image/ab67616d0000b27333c6b920eabcf4c00d7a1093,4UlGauD7ROb3YbVOFMgW5u,English,0.287,0.554,0.533,0.001,-6.287,0.562,0.066,118.357,0.445,0.154
Rihanna,ANTI,2016,52,43.7,https://i.scdn.co/image/ab67616d0000b2737b688587a6754481c53f6bb7,48i37aZTC1prDr4EcpQeEa,English,0.316,0.552,0.497,0.001,-6.598,0.615,0.069,119.509,0.432,0.149
Rihanna,Unapologetic (Deluxe),2012,71,68.0,https://i.scdn.co/image/ab67616d0000b2730e6cedee56e37a9a65f2164d,4eddbruVtOqw8khwxSH6H2,English,0.196,0.61,0.625,0.005,-6.538,0.294,0.068,120.526,0.4,0.169
Rihanna,Unapologetic,2012,44,55.2,https://i.scdn.co/image/ab67616d0000b2731f69f49a0d2f6b13a79efe02,0XJya16l3K1J2dEwY19F8z,English,0.222,0.611,0.629,0.001,-6.506,0.286,0.071,121.181,0.397,0.165
Rihanna,Talk That Talk (Deluxe),2012,61,49.1,https://i.scdn.co/image/ab67616d0000b273f70dcec206fbdbcc9816664a,3sW7wD2qdMjs7KncaOoIJ5,English,0.083,0.622,0.769,0.002,-5.494,0.643,0.066,126.307,0.441,0.246
Rihanna,Talk That Talk,2011,76,37.5,https://i.scdn.co/image/ab67616d0000b2731c5eacf6965d328c2c795cef,1Kw1bVd07oRqcjrcjQKC8T,English,0.096,0.657,0.775,0.002,-5.364,0.636,0.066,122.039,0.467,0.216
Rihanna,Loud,2010,56,46.9,https://i.scdn.co/image/ab67616d0000b2731c8ca4907c9f187456fe3f2c,35dJsQDEr549O5DTFUy3uM,English,0.123,0.631,0.761,0.0,-4.409,0.636,0.089,123.404,0.506,0.13
Rihanna,Loud (Japan Version),2010,79,54.3,https://i.scdn.co/image/ab67616d0000b27331548865f7c729290b96c794,5QG3tjE5L9F6O2vCAPph38,English,0.104,0.642,0.782,0.0,-4.449,0.615,0.081,130.065,0.559,0.202
Rihanna,Rated R,2009,72,51.9,https://i.scdn.co/image/ab67616d0000b273ab647295c0c97446c1f1a3b5,7uGmyYwDFJbSc1xs4hkEs2,English,0.166,0.467,0.649,0.0,-5.39,0.462,0.062,134.99,0.37,0.237
Rihanna,Good Girl Gone Bad: Reloaded,2008,83,57.1,https://i.scdn.co/image/ab67616d0000b273f9f27162ab1ed45b8d7a7e98,3JSWZWeTHF4HDGt5Eozdy7,English,0.082,0.668,0.737,0.017,-5.418,0.667,0.076,123.523,0.628,0.142
Rihanna,Good Girl Gone Bad,2007,70,46.0,https://i.scdn.co/image/ab67616d0000b273b9ff0a5f40d3406aed5e5e3b,4OXnPSBtZo8PBFiTOfuumP,English,0.075,0.654,0.75,0.021,-5.467,0.667,0.088,128.306,0.599,0.145
Rihanna,A Girl Like Me,2006,72,50.4,https://i.scdn.co/image/ab67616d0000b273d744a51e193d52170070062b,2JdjS6jjOml7nt7Yjo0nnh,English,0.175,0.65,0.577,0.001,-6.436,0.385,0.105,103.07,0.568,0.171
Rihanna,Music Of The Sun,2005,72,52.4,https://i.scdn.co/image/ab67616d0000b273b21609e1a2d7c1b7ba8efae2,4FyGpObwABjn0o8Tdp7AZz,English,0.106,0.665,0.623,0.0,-7.331,0.615,0.142,106.07,0.568,0.167
Robin Schulz,Pink,2023,62,52.3,https://i.scdn.co/image/ab67616d0000b273cd074cc1d77ef0b7dfd24562,2RfJhw7ge51dinrgOe6gSL,English,0.047,0.599,0.732,0.199,-7.918,0.412,0.079,121.552,0.305,0.153
Robin Schulz,IIII,2021,61,51.7,https://i.scdn.co/image/ab67616d0000b273307d9c005872ca234cea3340,2QC9gnxGo0MnJ98mLTOf6c,English,0.093,0.579,0.68,0.182,-7.105,0.353,0.082,123.873,0.35,0.2
Robin Schulz,Uncovered,2017,58,60.9,https://i.scdn.co/image/ab67616d0000b273c874b3eb6242b8d632ac2305,4iu0toRdSjyU0qIdKTWMoY,English,0.155,0.631,0.664,0.147,-7.63,0.444,0.102,113.502,0.383,0.133
Robin Schulz,Sugar,2015,72,53.3,https://i.scdn.co/image/ab67616d0000b2733c9047f9aa5d0d1e03827039,5XyJzEROSmup2TcWmVjTIt,English,0.066,0.647,0.751,0.053,-5.755,0.467,0.056,120.521,0.362,0.192
Robin Schulz,Prayer,2014,66,67.0,https://i.scdn.co/image/ab67616d0000b273ec67f6776573462a1ad9ee2d,1SrvubPy1Dg2BWJyTMcmgr,English,0.053,0.686,0.764,0.252,-6.802,0.5,0.044,122.609,0.395,0.284
Robyn,Honey,2018,45,40.5,https://i.scdn.co/image/ab67616d0000b273fbf9a966181d8e527f34077f,6WZjFvrzwq8SOGe0r8R3qk,English,0.249,0.724,0.541,0.178,-10.136,0.333,0.071,114.226,0.292,0.109
Robyn,Body Talk Pt. 1,2010,48,30.4,https://i.scdn.co/image/ab67616d0000b27314e2eafece9d75406a591978,4ektWErsV6EIxW0jBWq1Jn,English,0.246,0.663,0.572,0.098,-7.222,0.625,0.055,123.317,0.367,0.123
Robyn,Body Talk,2010,55,61.1,https://i.scdn.co/image/ab67616d0000b273b4375effb23372cc8cff5045,0Rzg7fqyWE39G6wKipxrns,English,0.003,0.702,0.778,0.151,-5.147,0.667,0.084,127.362,0.415,0.208
Robyn,Robyn Is Here,1995,51,59.1,https://i.scdn.co/image/ab67616d0000b2732dbf3c8a92b1af1942918ad0,5OvepfQiCFMCzML6fTgrBW,English,0.132,0.623,0.692,0.015,-5.363,0.5,0.081,137.18,0.623,0.148
Roddy Ricch,Feed Tha Streets III,2022,62,38.8,https://i.scdn.co/image/ab67616d0000b273d513f31f1445121235424acb,2ZiBfBw770CJC0f4SI1Tji,English,0.07,0.721,0.566,0.002,-8.288,0.533,0.239,122.501,0.359,0.178
Roddy Ricch,LIVE LIFE FAST,2021,66,50.8,https://i.scdn.co/image/ab67616d0000b2738007e1fcf108e4270b6df942,1eVrpJbHRLBbioB9sb5b94,English,0.235,0.623,0.491,0.042,-9.597,0.556,0.195,120.059,0.275,0.215
Roddy Ricch,Please Excuse Me for Being Antisocial,2019,77,43.5,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,52u4anZbHd6UInnmHRFzba,English,0.204,0.792,0.565,0.0,-8.475,0.312,0.274,118.109,0.432,0.248
Roddy Ricch,Feed Tha Streets II,2018,68,35.0,https://i.scdn.co/image/ab67616d0000b273434f4eeb4231f6f4862cafd4,1jlIU9p7PChTK3AeqNpnsX,English,0.067,0.811,0.587,0.0,-7.052,0.5,0.243,140.688,0.349,0.15
Romeo Santos,"Fórmula, Vol. 3",2022,78,75.4,https://i.scdn.co/image/ab67616d0000b273362b5dc3108e080143be49d5,3kGn13mW34Ookfj6yiY8BF,Spanish,0.214,0.748,0.717,0.0,-5.122,0.429,0.133,127.582,0.731,0.18
Romeo Santos,Utopia,2019,69,47.4,https://i.scdn.co/image/ab67616d0000b27394622369386da9eac528e2fe,1yM8iaMk4Slsqr94LabgN1,Spanish,0.239,0.824,0.69,0.0,-4.351,0.308,0.051,124.651,0.882,0.154
Romeo Santos,Golden,2017,77,65.3,https://i.scdn.co/image/ab67616d0000b273827d0777f8cccdf5b7481442,6bm9EpUNvQ9xMglBJGRmgS,Spanish,0.417,0.76,0.658,0.0,-6.804,0.333,0.081,128.429,0.76,0.217
Romeo Santos,"Fórmula, Vol. 2 (Deluxe Edition)",2014,81,69.5,https://i.scdn.co/image/ab67616d0000b273e9da42890bbd629df1e8f640,17HsiXfqKUPoTP6Y5ebs1L,Spanish,0.476,0.766,0.657,0.0,-6.709,0.421,0.154,118.259,0.755,0.177
Romeo Santos,Fórmula Vol. 1 (Deluxe Edition),2012,76,72.6,https://i.scdn.co/image/ab67616d0000b2731d6d3d544ca5b46453fafbb6,6a3RDPcFamZvFCi8VeXWkK,Spanish,0.426,0.661,0.661,0.0,-6.84,0.5,0.105,122.198,0.688,0.264
ROSALÍA,MOTOMAMI +,2022,76,61.9,https://i.scdn.co/image/ab67616d0000b273efc0ef9dd996312ebaf0bf52,3zbiiu3JTibw0esC7eoMXr,Spanish,0.751,0.663,0.405,0.004,-9.401,0.542,0.282,123.636,0.497,0.274
ROSALÍA,MOTOMAMI,2022,78,42.4,https://i.scdn.co/image/ab67616d0000b2730c179967a265de0fc76382fe,6jbtHi5R0jMXoliU2OS0lo,Spanish,0.769,0.688,0.374,0.003,-9.267,0.688,0.266,112.4,0.44,0.223
ROSALÍA,El Mal Querer,2018,68,30.3,https://i.scdn.co/image/ab67616d0000b273f4d64a6a6b7e24b6bd9f009f,355bjCHzRJztCzaG5Za4gq,Spanish,0.687,0.601,0.381,0.005,-8.355,0.364,0.072,109.835,0.372,0.145
ROSALÍA,Los Ángeles,2017,54,49.2,https://i.scdn.co/image/ab67616d0000b273c76ccdb32228d3ea38a9f5d6,7mGsUwMuhsKiOKx9X9k7tj,Spanish,0.907,0.409,0.231,0.001,-10.019,0.75,0.041,106.346,0.243,0.151
RÜFÜS DU SOL,Surrender,2021,67,53.4,https://i.scdn.co/image/ab67616d0000b273f014b5a71d5e7b0a9ee64386,3SB9ntsoNwC4oUP6xM9DIN,English,0.09,0.53,0.618,0.246,-8.242,0.364,0.03,127.298,0.196,0.18
RÜFÜS DU SOL,SOLACE,2018,66,42.0,https://i.scdn.co/image/ab67616d0000b2734d44b7f4fc30e8522d411bbe,5Jazpq8mEgSgQs06mdwkQd,English,0.135,0.588,0.704,0.07,-7.22,0.556,0.033,123.343,0.214,0.154
RÜFÜS DU SOL,Bloom,2016,72,51.5,https://i.scdn.co/image/ab67616d0000b27360e5059dcab339142d7642bb,4EAehCii5lZgeewct1LA5p,English,0.103,0.718,0.691,0.107,-7.2,0.636,0.041,119.627,0.385,0.192
RÜFÜS DU SOL,Atlas,2014,40,53.8,https://i.scdn.co/image/ab67616d0000b273e4884ccd66ac2161c5257cf4,24RePoFOeCSnYHsFpxYD2W,English,0.233,0.654,0.662,0.441,-8.476,0.25,0.045,122.643,0.351,0.132
RÜFÜS DU SOL,Atlas (Light / Dark Deluxe Edition),2013,61,110.7,https://i.scdn.co/image/ab67616d0000b273633ba5c369329837c17ec23c,3HZKPiOGyFqmLvehf77H47,English,0.173,0.71,0.629,0.409,-8.91,0.13,0.063,123.183,0.433,0.129
Run–D.M.C.,Crown Royal,2001,35,43.8,https://i.scdn.co/image/ab67616d0000b2738a9be7310117a0d72fe9e54f,1s8DfGDgydp7XFCkSiMYZb,English,0.109,0.742,0.802,0.0,-5.643,0.75,0.193,109.076,0.612,0.172
Run–D.M.C.,Down With The King,1993,41,49.7,https://i.scdn.co/image/ab67616d0000b273ebc26120d1812653b920e3b3,26gFD7tL928WDDcse3rPls,English,0.043,0.791,0.571,0.071,-12.847,0.533,0.282,118.002,0.6,0.303
Run–D.M.C.,Tougher Than Leather (Expanded Edition),1988,44,48.9,https://i.scdn.co/image/ab67616d0000b27315cfde01c2c08b28edbb4b4f,5opAMGIf8Hn7xIaTPdHFDv,English,0.053,0.82,0.831,0.001,-5.637,0.562,0.251,114.276,0.747,0.173
Run–D.M.C.,Raising Hell (Expanded Edition),1986,34,56.5,https://i.scdn.co/image/ab67616d0000b273d212e6a978121774d4f08367,53haOw4fOh1rNZK8xKgGY8,English,0.103,0.797,0.76,0.001,-5.785,0.529,0.346,125.34,0.654,0.174
Run–D.M.C.,King Of Rock (Expanded Edition),1985,43,65.8,https://i.scdn.co/image/ab67616d0000b273c2a168906a5672f98a7b3b0f,57FQTvThrTFPrGPAvZCjw6,English,0.032,0.838,0.822,0.0,-6.001,0.538,0.168,119.376,0.585,0.271
Run–D.M.C.,RUN-DMC (Expanded Edition),1984,50,57.4,https://i.scdn.co/image/ab67616d0000b2730c653d22500b21d83c6e2b82,5nK0vU32lSmcGrglfcOfg8,English,0.11,0.874,0.908,0.025,-5.778,0.538,0.176,115.548,0.567,0.338
Ruth B.,Moments in Between (Deluxe Special Edition),2021,32,48.7,https://i.scdn.co/image/ab67616d0000b2733184ce41cb3268781751c6fe,5YVM4pkJrShTX7HEzn3oKE,English,0.648,0.611,0.415,0.063,-9.627,0.867,0.092,108.087,0.385,0.15
Ruth B.,Moments in Between,2021,44,34.6,https://i.scdn.co/image/ab67616d0000b273d79940fdaa26dd3f40cc4c53,77Ll7xiYwvkm0nvYbJZPYr,English,0.691,0.599,0.393,0.087,-10.316,0.909,0.072,111.835,0.363,0.14
Ruth B.,Safe Haven,2017,81,47.8,https://i.scdn.co/image/ab67616d0000b27397e971f3e53475091dc8d707,6FgtuX3PtiB5civjHYhc52,English,0.556,0.55,0.472,0.0,-6.054,0.667,0.039,131.429,0.373,0.115
Sabrina Carpenter,emails i can’t send fwd:,2023,76,51.1,https://i.scdn.co/image/ab67616d0000b2730f45623be014a592a5815827,2g4aJTa5ejGpp0O0GKzWAQ,English,0.377,0.615,0.529,0.0,-7.853,0.765,0.107,117.716,0.515,0.178
Sabrina Carpenter,emails i can't send,2022,83,39.3,https://i.scdn.co/image/ab67616d0000b273700f7bf79c9f063ad0362bdf,5kDmlA2g9Y1YCbNo2Ufxlz,English,0.336,0.596,0.559,0.0,-7.492,0.769,0.144,116.869,0.521,0.207
Sabrina Carpenter,Singular Act II,2019,67,28.9,https://i.scdn.co/image/ab67616d0000b273f22e1263704f24cb504700ea,19KilSbbeHRFFZM7ChwTdP,English,0.216,0.634,0.592,0.0,-5.481,0.556,0.163,141.003,0.516,0.114
Sabrina Carpenter,Singular Act I,2018,62,25.1,https://i.scdn.co/image/ab67616d0000b27338b27a27cea311f34bb68eff,29mlGxS6kxq1EHxlX1EAZK,English,0.129,0.633,0.622,0.0,-5.781,0.375,0.101,129.787,0.486,0.216
Sabrina Carpenter,EVOLution,2016,63,33.4,https://i.scdn.co/image/ab67616d0000b273d6641a0296d8d09e416e0acd,7iOAJaGBmk67o337zaqt0R,English,0.244,0.629,0.651,0.003,-5.087,0.4,0.051,116.921,0.388,0.149
Sabrina Carpenter,Eyes Wide Open,2015,56,40.6,https://i.scdn.co/image/ab67616d0000b2735d9a77afd5c144581be1e74e,55huyEjfSVsk9nnmmKp5df,English,0.224,0.571,0.596,0.0,-6.426,0.917,0.031,103.896,0.447,0.168
Saint Motel,The Original Motion Picture Soundtrack,2021,59,53.2,https://i.scdn.co/image/ab67616d0000b27310120527b23679a5c93c82b2,5aAfgCIEc9zBKbwFO6jixe,English,0.124,0.613,0.739,0.0,-4.598,0.6,0.04,110.514,0.53,0.163
Saint Motel,saintmotelevision,2016,63,31.7,https://i.scdn.co/image/ab67616d0000b27325dd1a3969c0912291b6fc7b,43URJ507cdoIRy3GJdfxjs,English,0.172,0.595,0.737,0.018,-5.881,0.8,0.038,113.922,0.623,0.21
Saint Motel,Voyeur,2012,51,43.2,https://i.scdn.co/image/ab67616d0000b273e94bcdf1c7b684417d75db68,24nqMCIROq1MULNqjzeglz,English,0.1,0.453,0.772,0.035,-6.036,0.909,0.067,118.785,0.412,0.214
Sam Hunt,SOUTHSIDE,2020,71,39.1,https://i.scdn.co/image/ab67616d0000b273b5529363386deb522a4f586c,1xRcR4iSouBrfVhuqFkPAJ,English,0.322,0.575,0.57,0.0,-6.779,1.0,0.05,121.333,0.429,0.178
Sam Hunt,Between The Pines (Acoustic Mixtape),2015,53,46.4,https://i.scdn.co/image/ab67616d0000b2736b5c31f8f62434a9a2e16ff7,0oDDkafimkfmBVssJF2X64,English,0.63,0.604,0.615,0.0,-6.595,0.867,0.087,98.207,0.636,0.152
Sam Hunt,Montevallo,2014,72,38.5,https://i.scdn.co/image/ab67616d0000b2739e6b694939f7495f67a0de33,0V7c0hnrLUFJyHNtjiAT2E,English,0.148,0.597,0.745,0.0,-5.602,0.8,0.062,126.794,0.516,0.217
SAULT,Untitled (God),2022,46,73.4,https://i.scdn.co/image/ab67616d0000b2736c0dcddfb81d02957ad9a9d2,106QT3POAohZwyjbesTK5L,English,0.499,0.622,0.431,0.084,-9.657,0.429,0.121,106.074,0.496,0.184
SAULT,Today & Tomorrow,2022,35,38.8,https://i.scdn.co/image/ab67616d0000b273e1eb18f25607d2ca3190f45d,7A6aNtppf2VKZE9xTnvm7z,English,0.064,0.601,0.538,0.536,-9.822,0.5,0.055,111.747,0.497,0.164
SAULT,Earth,2022,39,39.3,https://i.scdn.co/image/ab67616d0000b27347c4012c3f4775cab918ef63,48PSzJhY6BJuNuDmWUOtwp,English,0.593,0.584,0.491,0.568,-12.55,0.778,0.086,123.091,0.33,0.09
SAULT,11,2022,54,44.1,https://i.scdn.co/image/ab67616d0000b2736819af187b4218acab8695aa,0e5GuQaryu1bLZL9Gk3hS8,English,0.382,0.668,0.415,0.337,-10.39,0.364,0.064,107.7,0.552,0.154
SAULT,Untitled (Rise),2020,54,50.9,https://i.scdn.co/image/ab67616d0000b2734a08d9f639f2bb1054f357de,0K8jX7CLwxJaML5iXdxveF,English,0.392,0.614,0.603,0.258,-7.631,0.8,0.094,109.284,0.477,0.218
SAULT,Untitled (Black Is),2020,63,56.6,https://i.scdn.co/image/ab67616d0000b27304e86aa52cf087896593ecc4,0GPmuVuCdC5hCsiuy1wXle,English,0.435,0.603,0.426,0.224,-11.926,0.5,0.11,114.404,0.365,0.251
SAULT,7,2019,41,34.0,https://i.scdn.co/image/ab67616d0000b27366d037cf8b24ead88d627002,19uWOx2aMKl7cdesfEyFms,English,0.22,0.76,0.633,0.199,-6.127,0.6,0.047,118.487,0.577,0.113
SAULT,5,2019,61,41.8,https://i.scdn.co/image/ab67616d0000b27330b7c883e2f389dfa0cbd788,57EkTny9UjqpLhFzMO4Hdb,English,0.381,0.671,0.55,0.351,-10.455,0.643,0.108,101.742,0.503,0.172
Sean Paul,Dutty Rock (20th Anniversary),2022,73,76.0,https://i.scdn.co/image/ab67616d0000b27370a92ddbe10010f1c2f95da1,1aYcfMrpGIuPNZhDWMJcnV,English,0.231,0.72,0.722,0.0,-5.769,0.714,0.278,121.229,0.79,0.158
Sean Paul,Scorcha,2022,53,48.9,https://i.scdn.co/image/ab67616d0000b273b9618e39e1e2f2eab2cf71cd,1hVo8fqEJffd9IjV8gHjQ5,English,0.093,0.675,0.773,0.0,-5.672,0.562,0.229,110.179,0.619,0.236
Sean Paul,Live N Livin,2021,33,53.2,https://i.scdn.co/image/ab67616d0000b2733fb926ef2ee89d2c6d64a050,6PhA24O96EevdscPi01NTv,English,0.156,0.726,0.775,0.002,-4.517,0.5,0.276,104.068,0.592,0.204
Sean Paul,Mad Love The Prequel,2018,74,33.0,https://i.scdn.co/image/ab67616d0000b2732d564195ed3dd7b70d64862c,5xrOcCoO3jkXRjHQjfESM6,English,0.107,0.675,0.82,0.001,-4.098,0.556,0.243,96.161,0.637,0.155
Sean Paul,Full Frequency,2013,45,49.6,https://i.scdn.co/image/ab67616d0000b273ca94f63e7df74885088ecd19,4AYXhebGFYlUU4Fh0LLTIB,English,0.055,0.688,0.808,0.0,-4.205,0.429,0.198,124.801,0.56,0.155
Sean Paul,Tomahawk Technique,2012,51,38.5,https://i.scdn.co/image/ab67616d0000b273d2138c0455a295b38c3a7666,4buFyX9hP8UM5srjPqya1Y,English,0.055,0.697,0.82,0.008,-4.491,0.5,0.172,133.52,0.554,0.211
Sean Paul,Imperial Blaze,2009,46,66.4,https://i.scdn.co/image/ab67616d0000b2736e93372d193ff6b9e220e666,0TaTIqRKuaTrWhCw8hEi8X,English,0.084,0.792,0.803,0.0,-4.49,0.55,0.209,118.167,0.673,0.179
Sean Paul,The Trinity,2005,74,62.3,https://i.scdn.co/image/ab67616d0000b27369ba684e533706bafe248ef3,32Bu3ETQhR1PFCj3ndDlYf,English,0.145,0.811,0.759,0.0,-5.174,0.611,0.236,114.846,0.718,0.13
Sean Paul,Stage One,2000,44,62.8,https://i.scdn.co/image/ab67616d0000b273cbf080a62c85128f3d01faf1,6Y5344aCqHNxQNAUStzHrd,English,0.388,0.74,0.613,0.0,-9.365,0.48,0.385,103.139,0.763,0.212
Sebastian Yatra,Dharma +,2022,58,66.7,https://i.scdn.co/image/ab67616d0000b27330123d6a8b10f441fae0529c,2qVMXqCfIupklO1U46SqOX,English,0.226,0.647,0.678,0.0,-5.244,0.571,0.078,124.219,0.64,0.167
Sebastian Yatra,FANTASÍA,2019,71,40.0,https://i.scdn.co/image/ab67616d0000b273194331547eaabec350413225,5Zyj0zwOksGYLbLAZOaC31,English,0.399,0.503,0.463,0.0,-6.477,0.917,0.064,134.914,0.385,0.143
Sebastian Yatra,MANTRA,2018,75,56.1,https://i.scdn.co/image/ab67616d0000b273a04e5df68ea4c891a4252c7e,1l1zcI8iwJg4WCb7jxHtbN,English,0.222,0.695,0.704,0.0,-5.184,0.938,0.06,121.318,0.561,0.176
Sech,42,2021,65,36.3,https://i.scdn.co/image/ab67616d0000b273fe23dd528684203b1b2eb754,3tRrovXWGrSfBU3MYHqsVJ,Spanish,0.168,0.784,0.704,0.003,-3.924,0.636,0.086,114.384,0.707,0.202
Sech,1 of 1,2020,66,63.2,https://i.scdn.co/image/ab67616d0000b273a00b470b311631817cc9fe93,3D1NZYi3GsenO5uWDFrRI6,Spanish,0.237,0.708,0.68,0.0,-3.768,0.619,0.182,143.197,0.642,0.136
Sech,Sueños,2019,72,41.1,https://i.scdn.co/image/ab67616d0000b2738643435482956bab8aa6fcfe,3TgOrQ3p23Af8zSsxK8fdX,Spanish,0.26,0.665,0.662,0.003,-5.353,0.75,0.137,112.467,0.709,0.145
Sech,The Sensation,2018,57,26.1,https://i.scdn.co/image/ab67616d0000b2731e8e430ec0ff70e55e7cb8f9,7sxSaAYrq3kXLmTuGkIBFU,Spanish,0.409,0.603,0.542,0.0,-7.087,0.625,0.149,131.847,0.581,0.124
Selena Gomez,Rare (Deluxe),2020,69,54.0,https://i.scdn.co/image/ab67616d0000b27359e699338051e7fec4f2139a,5obQ9rPASQW2mLxYM8Ko6Z,English,0.284,0.754,0.537,0.004,-7.798,0.353,0.123,113.11,0.502,0.141
Selena Gomez,Rare,2020,78,42.0,https://i.scdn.co/image/ab67616d0000b2732abcc266597eb46f897a8666,3YPFaTR7WMi1Hd4NVKdCJx,English,0.284,0.744,0.51,0.003,-8.228,0.385,0.138,116.609,0.51,0.158
Selena Gomez,Revival (Deluxe),2015,68,50.7,https://i.scdn.co/image/ab67616d0000b273e6f5ed9a9059f686965ba90a,7lDBDk8OQarV5dBMu3qrdz,English,0.145,0.633,0.712,0.0,-5.363,0.5,0.076,118.103,0.395,0.159
